START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
11/26/2016,11/26/2016,Business,Cary,Apex,5.1,Meeting
11/26/2016,11/26/2016,Business,Apex,Holly Springs,9,Meeting
11/26/2016,11/26/2016,Business,Holly Springs,Cary,13.3,Between Offices
11/26/2016,11/26/2016,Business,Cary,Cary,2.5,Errand/Supplies
11/27/2016,11/27/2016,Business,Cary,Morrisville,3.3,Meal/Entertain
11/27/2016,11/27/2016,Business,Morrisville,Cary,2.9,
11/30/2016,11/30/2016,Business,Cary,Raleigh,8.5,Customer Visit
11/30/2016,11/30/2016,Business,Raleigh,Morrisville,6.7,Temporary Site
11/30/2016,11/30/2016,Business,Morrisville,Cary,3.1,
12/1/2016,12/1/2016,Business,Cary,Cary,5.5,Meeting
12/1/2016,12/1/2016,Business,Cary,Cary,5.5,Errand/Supplies
12/1/2016,12/1/2016,Business,Cary,Morrisville,2.9,Meal/Entertain
12/1/2016,12/1/2016,Business,Morrisville,Cary,2.9,Customer Visit
12/2/2016,12/2/2016,Business,Cary,Apex,5.1,Meal/Entertain
12/2/2016,12/2/2016,Business,Apex,Cary,5.3,Customer Visit
12/2/2016,12/2/2016,Business,Cary,Morrisville,3.3,Meal/Entertain
12/2/2016,12/2/2016,Business,Morrisville,Cary,3,Customer Visit
12/3/2016,12/3/2016,Business,Cary,Wake Co.,6.6,Errand/Supplies
12/3/2016,12/3/2016,Business,Wake Co.,Morrisville,1.8,
12/3/2016,12/3/2016,Business,Morrisville,Cary,3,Customer Visit
12/4/2016,12/4/2016,Business,Cary,Morrisville,2.9,Meal/Entertain
12/4/2016,12/4/2016,Business,Morrisville,Cary,3.4,Customer Visit
12/5/2016,12/5/2016,Business,Cary,Cary,4.1,
12/5/2016,12/5/2016,Business,Cary,Cary,3.8,Meal/Entertain
12/7/2016,12/7/2016,Business,Cary,Cary,6.6,Meeting
12/7/2016,12/7/2016,Business,Cary,Cary,4,Meeting
12/7/2016,12/7/2016,Business,Cary,Cary,7,Customer Visit
12/7/2016,12/7/2016,Business,Cary,Cary,6.9,Meal/Entertain
12/8/2016,12/8/2016,Business,Cary,Cary,3.4,Errand/Supplies
12/8/2016,12/8/2016,Business,Cary,Cary,3.4,Errand/Supplies
